
WLA DX: 6809 mnemonics listed in opcode order.

If you notice any errors or something is missing, please
open an issue @ https://github.com/vhelin/wla-dx


x = 8bit
? = 16bit
s = 5bit signed ([-16, +15])



$00 "NEG x"
$E0DB "SUBB (D,U)"
$E0E0 "SUBB,S+"
$E0E1 "SUBB,S++"
$E0E2 "SUBB,-S"
$E0E3 "SUBB,--S"
$E0E4 "SUBB,S"
$E0E5 "SUBB B,S"
$E0E6 "SUBB A,S"
$E0E8 "SUBB x,S"
$E0E9 "SUBB ?,S"
$E0EB "SUBB D,S"
$E0F1 "SUBB (,S++)"
$E0F3 "SUBB (,--S)"
$E0F4 "SUBB (,S)"
$E0F5 "SUBB (B,S)"
$E0F6 "SUBB (A,S)"
$E0F8 "SUBB (x,S)"
$E0F9 "SUBB (?,S)"
$E0FB "SUBB (D,S)"
$E100 "CMPB s,X"
$E120 "CMPB s,Y"
$E140 "CMPB s,U"
$E160 "CMPB s,S"
$E180 "CMPB,X+"
$E181 "CMPB,X++"
$E182 "CMPB,-X"
$E183 "CMPB,--X"
$E184 "CMPB,X"
$E185 "CMPB B,X"
$E186 "CMPB A,X"
$E188 "CMPB x,X"
$E189 "CMPB ?,X"
$E18B "CMPB D,X"
$E18C "CMPB x,PCR"
$E18D "CMPB ?,PCR"
$E191 "CMPB (,X++)"
$E193 "CMPB (,--X)"
$E194 "CMPB (,X)"
$E195 "CMPB (B,X)"
$E196 "CMPB (A,X)"
$E198 "CMPB (x,X)"
$E199 "CMPB (?,X)"
$E19B "CMPB (D,X)"
$E19C "CMPB (x,PCR)"
$E19D "CMPB (?,PCR)"
$E19F "CMPB (?)"
$E1A0 "CMPB,Y+"
$E1A1 "CMPB,Y++"
$E1A2 "CMPB,-Y"
$E1A3 "CMPB,--Y"
$E1A4 "CMPB,Y"
$E1A5 "CMPB B,Y"
$E1A6 "CMPB A,Y"
$E1A8 "CMPB x,Y"
$E1A9 "CMPB ?,Y"
$E1AB "CMPB D,Y"
$E1B1 "CMPB (,Y++)"
$E1B3 "CMPB (,--Y)"
$E1B4 "CMPB (,Y)"
$E1B5 "CMPB (B,Y)"
$E1B6 "CMPB (A,Y)"
$E1B8 "CMPB (x,Y)"
$E1B9 "CMPB (?,Y)"
$E1BB "CMPB (D,Y)"
$E1C0 "CMPB,U+"
$E1C1 "CMPB,U++"
$E1C2 "CMPB,-U"
$E1C3 "CMPB,--U"
$E1C4 "CMPB,U"
$E1C5 "CMPB B,U"
$E1C6 "CMPB A,U"
$E1C8 "CMPB x,U"
$E1C9 "CMPB ?,U"
$E1CB "CMPB D,U"
$E1D1 "CMPB (,U++)"
$E1D3 "CMPB (,--U)"
$E1D4 "CMPB (,U)"
$E1D5 "CMPB (B,U)"
$E1D6 "CMPB (A,U)"
$E1D8 "CMPB (x,U)"
$E1D9 "CMPB (?,U)"
$E1DB "CMPB (D,U)"
$E1E0 "CMPB,S+"
$E1E1 "CMPB,S++"
$E1E2 "CMPB,-S"
$E1E3 "CMPB,--S"
$E1E4 "CMPB,S"
$E1E5 "CMPB B,S"
$E1E6 "CMPB A,S"
$E1E8 "CMPB x,S"
$E1E9 "CMPB ?,S"
$E1EB "CMPB D,S"
$E1F1 "CMPB (,S++)"
$E1F3 "CMPB (,--S)"
$E1F4 "CMPB (,S)"
$E1F5 "CMPB (B,S)"
$E1F6 "CMPB (A,S)"
$E1F8 "CMPB (x,S)"
$E1F9 "CMPB (?,S)"
$E1FB "CMPB (D,S)"
$E200 "SBCB s,X"
$E220 "SBCB s,Y"
$E240 "SBCB s,U"
$E260 "SBCB s,S"
$E280 "SBCB,X+"
$E281 "SBCB,X++"
$E282 "SBCB,-X"
$E283 "SBCB,--X"
$E284 "SBCB,X"
$E285 "SBCB B,X"
$E286 "SBCB A,X"
$E288 "SBCB x,X"
$E289 "SBCB ?,X"
$E28B "SBCB D,X"
$E28C "SBCB x,PCR"
$E28D "SBCB ?,PCR"
$E291 "SBCB (,X++)"
$E293 "SBCB (,--X)"
$E294 "SBCB (,X)"
$E295 "SBCB (B,X)"
$E296 "SBCB (A,X)"
$E298 "SBCB (x,X)"
$E299 "SBCB (?,X)"
$E29B "SBCB (D,X)"
$E29C "SBCB (x,PCR)"
$E29D "SBCB (?,PCR)"
$E29F "SBCB (?)"
$E2A0 "SBCB,Y+"
$E2A1 "SBCB,Y++"
$E2A2 "SBCB,-Y"
$E2A3 "SBCB,--Y"
$E2A4 "SBCB,Y"
$E2A5 "SBCB B,Y"
$E2A6 "SBCB A,Y"
$E2A8 "SBCB x,Y"
$E2A9 "SBCB ?,Y"
$E2AB "SBCB D,Y"
$E2B1 "SBCB (,Y++)"
$E2B3 "SBCB (,--Y)"
$E2B4 "SBCB (,Y)"
$E2B5 "SBCB (B,Y)"
$E2B6 "SBCB (A,Y)"
$E2B8 "SBCB (x,Y)"
$E2B9 "SBCB (?,Y)"
$E2BB "SBCB (D,Y)"
$E2C0 "SBCB,U+"
$E2C1 "SBCB,U++"
$E2C2 "SBCB,-U"
$E2C3 "SBCB,--U"
$E2C4 "SBCB,U"
$E2C5 "SBCB B,U"
$E2C6 "SBCB A,U"
$E2C8 "SBCB x,U"
$E2C9 "SBCB ?,U"
$E2CB "SBCB D,U"
$E2D1 "SBCB (,U++)"
$E2D3 "SBCB (,--U)"
$E2D4 "SBCB (,U)"
$E2D5 "SBCB (B,U)"
$E2D6 "SBCB (A,U)"
$E2D8 "SBCB (x,U)"
$E2D9 "SBCB (?,U)"
$E2DB "SBCB (D,U)"
$E2E0 "SBCB,S+"
$E2E1 "SBCB,S++"
$E2E2 "SBCB,-S"
$E2E3 "SBCB,--S"
$E2E4 "SBCB,S"
$E2E5 "SBCB B,S"
$E2E6 "SBCB A,S"
$E2E8 "SBCB x,S"
$E2E9 "SBCB ?,S"
$E2EB "SBCB D,S"
$E2F1 "SBCB (,S++)"
$E2F3 "SBCB (,--S)"
$E2F4 "SBCB (,S)"
$E2F5 "SBCB (B,S)"
$E2F6 "SBCB (A,S)"
$E2F8 "SBCB (x,S)"
$E2F9 "SBCB (?,S)"
$E2FB "SBCB (D,S)"
$E300 "ADDD s,X"
$E320 "ADDD s,Y"
$E340 "ADDD s,U"
$E360 "ADDD s,S"
$E380 "ADDD,X+"
$E381 "ADDD,X++"
$E382 "ADDD,-X"
$E383 "ADDD,--X"
$E384 "ADDD,X"
$E385 "ADDD B,X"
$E386 "ADDD A,X"
$E388 "ADDD x,X"
$E389 "ADDD ?,X"
$E38B "ADDD D,X"
$E38C "ADDD x,PCR"
$E38D "ADDD ?,PCR"
$E391 "ADDD (,X++)"
$E393 "ADDD (,--X)"
$E394 "ADDD (,X)"
$E395 "ADDD (B,X)"
$E396 "ADDD (A,X)"
$E398 "ADDD (x,X)"
$E399 "ADDD (?,X)"
$E39B "ADDD (D,X)"
$E39C "ADDD (x,PCR)"
$E39D "ADDD (?,PCR)"
$E39F "ADDD (?)"
$E3A0 "ADDD,Y+"
$E3A1 "ADDD,Y++"
$E3A2 "ADDD,-Y"
$E3A3 "ADDD,--Y"
$E3A4 "ADDD,Y"
$E3A5 "ADDD B,Y"
$E3A6 "ADDD A,Y"
$E3A8 "ADDD x,Y"
$E3A9 "ADDD ?,Y"
$E3AB "ADDD D,Y"
$E3B1 "ADDD (,Y++)"
$E3B3 "ADDD (,--Y)"
$E3B4 "ADDD (,Y)"
$E3B5 "ADDD (B,Y)"
$E3B6 "ADDD (A,Y)"
$E3B8 "ADDD (x,Y)"
$E3B9 "ADDD (?,Y)"
$E3BB "ADDD (D,Y)"
$E3C0 "ADDD,U+"
$E3C1 "ADDD,U++"
$E3C2 "ADDD,-U"
$E3C3 "ADDD,--U"
$E3C4 "ADDD,U"
$E3C5 "ADDD B,U"
$E3C6 "ADDD A,U"
$E3C8 "ADDD x,U"
$E3C9 "ADDD ?,U"
$E3CB "ADDD D,U"
$E3D1 "ADDD (,U++)"
$E3D3 "ADDD (,--U)"
$E3D4 "ADDD (,U)"
$E3D5 "ADDD (B,U)"
$E3D6 "ADDD (A,U)"
$E3D8 "ADDD (x,U)"
$E3D9 "ADDD (?,U)"
$E3DB "ADDD (D,U)"
$E3E0 "ADDD,S+"
$E3E1 "ADDD,S++"
$E3E2 "ADDD,-S"
$E3E3 "ADDD,--S"
$E3E4 "ADDD,S"
$E3E5 "ADDD B,S"
$E3E6 "ADDD A,S"
$E3E8 "ADDD x,S"
$E3E9 "ADDD ?,S"
$E3EB "ADDD D,S"
$E3F1 "ADDD (,S++)"
$E3F3 "ADDD (,--S)"
$E3F4 "ADDD (,S)"
$E3F5 "ADDD (B,S)"
$E3F6 "ADDD (A,S)"
$E3F8 "ADDD (x,S)"
$E3F9 "ADDD (?,S)"
$E3FB "ADDD (D,S)"
$E400 "ANDB s,X"
$E420 "ANDB s,Y"
$E440 "ANDB s,U"
$E460 "ANDB s,S"
$E480 "ANDB,X+"
$E481 "ANDB,X++"
$E482 "ANDB,-X"
$E483 "ANDB,--X"
$E484 "ANDB,X"
$E485 "ANDB B,X"
$E486 "ANDB A,X"
$E488 "ANDB x,X"
$E489 "ANDB ?,X"
$E48B "ANDB D,X"
$E48C "ANDB x,PCR"
$E48D "ANDB ?,PCR"
$E491 "ANDB (,X++)"
$E493 "ANDB (,--X)"
$E494 "ANDB (,X)"
$E495 "ANDB (B,X)"
$E496 "ANDB (A,X)"
$E498 "ANDB (x,X)"
$E499 "ANDB (?,X)"
$E49B "ANDB (D,X)"
$E49C "ANDB (x,PCR)"
$E49D "ANDB (?,PCR)"
$E49F "ANDB (?)"
$E4A0 "ANDB,Y+"
$E4A1 "ANDB,Y++"
$E4A2 "ANDB,-Y"
$E4A3 "ANDB,--Y"
$E4A4 "ANDB,Y"
$E4A5 "ANDB B,Y"
$E4A6 "ANDB A,Y"
$E4A8 "ANDB x,Y"
$E4A9 "ANDB ?,Y"
$E4AB "ANDB D,Y"
$E4B1 "ANDB (,Y++)"
$E4B3 "ANDB (,--Y)"
$E4B4 "ANDB (,Y)"
$E4B5 "ANDB (B,Y)"
$E4B6 "ANDB (A,Y)"
$E4B8 "ANDB (x,Y)"
$E4B9 "ANDB (?,Y)"
$E4BB "ANDB (D,Y)"
$E4C0 "ANDB,U+"
$E4C1 "ANDB,U++"
$E4C2 "ANDB,-U"
$E4C3 "ANDB,--U"
$E4C4 "ANDB,U"
$E4C5 "ANDB B,U"
$E4C6 "ANDB A,U"
$E4C8 "ANDB x,U"
$E4C9 "ANDB ?,U"
$E4CB "ANDB D,U"
$E4D1 "ANDB (,U++)"
$E4D3 "ANDB (,--U)"
$E4D4 "ANDB (,U)"
$E4D5 "ANDB (B,U)"
$E4D6 "ANDB (A,U)"
$E4D8 "ANDB (x,U)"
$E4D9 "ANDB (?,U)"
$E4DB "ANDB (D,U)"
$E4E0 "ANDB,S+"
$E4E1 "ANDB,S++"
$E4E2 "ANDB,-S"
$E4E3 "ANDB,--S"
$E4E4 "ANDB,S"
$E4E5 "ANDB B,S"
$E4E6 "ANDB A,S"
$E4E8 "ANDB x,S"
$E4E9 "ANDB ?,S"
$E4EB "ANDB D,S"
$E4F1 "ANDB (,S++)"
$E4F3 "ANDB (,--S)"
$E4F4 "ANDB (,S)"
$E4F5 "ANDB (B,S)"
$E4F6 "ANDB (A,S)"
$E4F8 "ANDB (x,S)"
$E4F9 "ANDB (?,S)"
$E4FB "ANDB (D,S)"
$E500 "BITB s,X"
$E520 "BITB s,Y"
$E540 "BITB s,U"
$E560 "BITB s,S"
$E580 "BITB,X+"
$E581 "BITB,X++"
$E582 "BITB,-X"
$E583 "BITB,--X"
$E584 "BITB,X"
$E585 "BITB B,X"
$E586 "BITB A,X"
$E588 "BITB x,X"
$E589 "BITB ?,X"
$E58B "BITB D,X"
$E58C "BITB x,PCR"
$E58D "BITB ?,PCR"
$E591 "BITB (,X++)"
$E593 "BITB (,--X)"
$E594 "BITB (,X)"
$E595 "BITB (B,X)"
$E596 "BITB (A,X)"
$E598 "BITB (x,X)"
$E599 "BITB (?,X)"
$E59B "BITB (D,X)"
$E59C "BITB (x,PCR)"
$E59D "BITB (?,PCR)"
$E59F "BITB (?)"
$E5A0 "BITB,Y+"
$E5A1 "BITB,Y++"
$E5A2 "BITB,-Y"
$E5A3 "BITB,--Y"
$E5A4 "BITB,Y"
$E5A5 "BITB B,Y"
$E5A6 "BITB A,Y"
$E5A8 "BITB x,Y"
$E5A9 "BITB ?,Y"
$E5AB "BITB D,Y"
$E5B1 "BITB (,Y++)"
$E5B3 "BITB (,--Y)"
$E5B4 "BITB (,Y)"
$E5B5 "BITB (B,Y)"
$E5B6 "BITB (A,Y)"
$E5B8 "BITB (x,Y)"
$E5B9 "BITB (?,Y)"
$E5BB "BITB (D,Y)"
$E5C0 "BITB,U+"
$E5C1 "BITB,U++"
$E5C2 "BITB,-U"
$E5C3 "BITB,--U"
$E5C4 "BITB,U"
$E5C5 "BITB B,U"
$E5C6 "BITB A,U"
$E5C8 "BITB x,U"
$E5C9 "BITB ?,U"
$E5CB "BITB D,U"
$E5D1 "BITB (,U++)"
$E5D3 "BITB (,--U)"
$E5D4 "BITB (,U)"
$E5D5 "BITB (B,U)"
$E5D6 "BITB (A,U)"
$E5D8 "BITB (x,U)"
$E5D9 "BITB (?,U)"
$E5DB "BITB (D,U)"
$E5E0 "BITB,S+"
$E5E1 "BITB,S++"
$E5E2 "BITB,-S"
$E5E3 "BITB,--S"
$E5E4 "BITB,S"
$E5E5 "BITB B,S"
$E5E6 "BITB A,S"
$E5E8 "BITB x,S"
$E5E9 "BITB ?,S"
$E5EB "BITB D,S"
$E5F1 "BITB (,S++)"
$E5F3 "BITB (,--S)"
$E5F4 "BITB (,S)"
$E5F5 "BITB (B,S)"
$E5F6 "BITB (A,S)"
$E5F8 "BITB (x,S)"
$E5F9 "BITB (?,S)"
$E5FB "BITB (D,S)"
$E600 "LDB s,X"
$E620 "LDB s,Y"
$E640 "LDB s,U"
$E660 "LDB s,S"
$E680 "LDB,X+"
$E681 "LDB,X++"
$E682 "LDB,-X"
$E683 "LDB,--X"
$E684 "LDB,X"
$E685 "LDB B,X"
$E686 "LDB A,X"
$E688 "LDB x,X"
$E689 "LDB ?,X"
$E68B "LDB D,X"
$E68C "LDB x,PCR"
$E68D "LDB ?,PCR"
$E691 "LDB (,X++)"
$E693 "LDB (,--X)"
$E694 "LDB (,X)"
$E695 "LDB (B,X)"
$E696 "LDB (A,X)"
$E698 "LDB (x,X)"
$E699 "LDB (?,X)"
$E69B "LDB (D,X)"
$E69C "LDB (x,PCR)"
$E69D "LDB (?,PCR)"
$E69F "LDB (?)"
$E6A0 "LDB,Y+"
$E6A1 "LDB,Y++"
$E6A2 "LDB,-Y"
$E6A3 "LDB,--Y"
$E6A4 "LDB,Y"
$E6A5 "LDB B,Y"
$E6A6 "LDB A,Y"
$E6A8 "LDB x,Y"
$E6A9 "LDB ?,Y"
$E6AB "LDB D,Y"
$E6B1 "LDB (,Y++)"
$E6B3 "LDB (,--Y)"
$E6B4 "LDB (,Y)"
$E6B5 "LDB (B,Y)"
$E6B6 "LDB (A,Y)"
$E6B8 "LDB (x,Y)"
$E6B9 "LDB (?,Y)"
$E6BB "LDB (D,Y)"
$E6C0 "LDB,U+"
$E6C1 "LDB,U++"
$E6C2 "LDB,-U"
$E6C3 "LDB,--U"
$E6C4 "LDB,U"
$E6C5 "LDB B,U"
$E6C6 "LDB A,U"
$E6C8 "LDB x,U"
$E6C9 "LDB ?,U"
$E6CB "LDB D,U"
$E6D1 "LDB (,U++)"
$E6D3 "LDB (,--U)"
$E6D4 "LDB (,U)"
$E6D5 "LDB (B,U)"
$E6D6 "LDB (A,U)"
$E6D8 "LDB (x,U)"
$E6D9 "LDB (?,U)"
$E6DB "LDB (D,U)"
$E6E0 "LDB,S+"
$E6E1 "LDB,S++"
$E6E2 "LDB,-S"
$E6E3 "LDB,--S"
$E6E4 "LDB,S"
$E6E5 "LDB B,S"
$E6E6 "LDB A,S"
$E6E8 "LDB x,S"
$E6E9 "LDB ?,S"
$E6EB "LDB D,S"
$E6F1 "LDB (,S++)"
$E6F3 "LDB (,--S)"
$E6F4 "LDB (,S)"
$E6F5 "LDB (B,S)"
$E6F6 "LDB (A,S)"
$E6F8 "LDB (x,S)"
$E6F9 "LDB (?,S)"
$E6FB "LDB (D,S)"
$E700 "STB s,X"
$E720 "STB s,Y"
$E740 "STB s,U"
$E760 "STB s,S"
$E780 "STB,X+"
$E781 "STB,X++"
$E782 "STB,-X"
$E783 "STB,--X"
$E784 "STB,X"
$E785 "STB B,X"
$E786 "STB A,X"
$E788 "STB x,X"
$E789 "STB ?,X"
$E78B "STB D,X"
$E78C "STB x,PCR"
$E78D "STB ?,PCR"
$E791 "STB (,X++)"
$E793 "STB (,--X)"
$E794 "STB (,X)"
$E795 "STB (B,X)"
$E796 "STB (A,X)"
$E798 "STB (x,X)"
$E799 "STB (?,X)"
$E79B "STB (D,X)"
$E79C "STB (x,PCR)"
$E79D "STB (?,PCR)"
$E79F "STB (?)"
$E7A0 "STB,Y+"
$E7A1 "STB,Y++"
$E7A2 "STB,-Y"
$E7A3 "STB,--Y"
$E7A4 "STB,Y"
$E7A5 "STB B,Y"
$E7A6 "STB A,Y"
$E7A8 "STB x,Y"
$E7A9 "STB ?,Y"
$E7AB "STB D,Y"
$E7B1 "STB (,Y++)"
$E7B3 "STB (,--Y)"
$E7B4 "STB (,Y)"
$E7B5 "STB (B,Y)"
$E7B6 "STB (A,Y)"
$E7B8 "STB (x,Y)"
$E7B9 "STB (?,Y)"
$E7BB "STB (D,Y)"
$E7C0 "STB,U+"
$E7C1 "STB,U++"
$E7C2 "STB,-U"
$E7C3 "STB,--U"
$E7C4 "STB,U"
$E7C5 "STB B,U"
$E7C6 "STB A,U"
$E7C8 "STB x,U"
$E7C9 "STB ?,U"
$E7CB "STB D,U"
$E7D1 "STB (,U++)"
$E7D3 "STB (,--U)"
$E7D4 "STB (,U)"
$E7D5 "STB (B,U)"
$E7D6 "STB (A,U)"
$E7D8 "STB (x,U)"
$E7D9 "STB (?,U)"
$E7DB "STB (D,U)"
$E7E0 "STB,S+"
$E7E1 "STB,S++"
$E7E2 "STB,-S"
$E7E3 "STB,--S"
$E7E4 "STB,S"
$E7E5 "STB B,S"
$E7E6 "STB A,S"
$E7E8 "STB x,S"
$E7E9 "STB ?,S"
$E7EB "STB D,S"
$E7F1 "STB (,S++)"
$E7F3 "STB (,--S)"
$E7F4 "STB (,S)"
$E7F5 "STB (B,S)"
$E7F6 "STB (A,S)"
$E7F8 "STB (x,S)"
$E7F9 "STB (?,S)"
$E7FB "STB (D,S)"
$E800 "EORB s,X"
$E820 "EORB s,Y"
$E840 "EORB s,U"
$E860 "EORB s,S"
$E880 "EORB,X+"
$E881 "EORB,X++"
$E882 "EORB,-X"
$E883 "EORB,--X"
$E884 "EORB,X"
$E885 "EORB B,X"
$E886 "EORB A,X"
$E888 "EORB x,X"
$E889 "EORB ?,X"
$E88B "EORB D,X"
$E88C "EORB x,PCR"
$E88D "EORB ?,PCR"
$E891 "EORB (,X++)"
$E893 "EORB (,--X)"
$E894 "EORB (,X)"
$E895 "EORB (B,X)"
$E896 "EORB (A,X)"
$E898 "EORB (x,X)"
$E899 "EORB (?,X)"
$E89B "EORB (D,X)"
$E89C "EORB (x,PCR)"
$E89D "EORB (?,PCR)"
$E89F "EORB (?)"
$E8A0 "EORB,Y+"
$E8A1 "EORB,Y++"
$E8A2 "EORB,-Y"
$E8A3 "EORB,--Y"
$E8A4 "EORB,Y"
$E8A5 "EORB B,Y"
$E8A6 "EORB A,Y"
$E8A8 "EORB x,Y"
$E8A9 "EORB ?,Y"
$E8AB "EORB D,Y"
$E8B1 "EORB (,Y++)"
$E8B3 "EORB (,--Y)"
$E8B4 "EORB (,Y)"
$E8B5 "EORB (B,Y)"
$E8B6 "EORB (A,Y)"
$E8B8 "EORB (x,Y)"
$E8B9 "EORB (?,Y)"
$E8BB "EORB (D,Y)"
$E8C0 "EORB,U+"
$E8C1 "EORB,U++"
$E8C2 "EORB,-U"
$E8C3 "EORB,--U"
$E8C4 "EORB,U"
$E8C5 "EORB B,U"
$E8C6 "EORB A,U"
$E8C8 "EORB x,U"
$E8C9 "EORB ?,U"
$E8CB "EORB D,U"
$E8D1 "EORB (,U++)"
$E8D3 "EORB (,--U)"
$E8D4 "EORB (,U)"
$E8D5 "EORB (B,U)"
$E8D6 "EORB (A,U)"
$E8D8 "EORB (x,U)"
$E8D9 "EORB (?,U)"
$E8DB "EORB (D,U)"
$E8E0 "EORB,S+"
$E8E1 "EORB,S++"
$E8E2 "EORB,-S"
$E8E3 "EORB,--S"
$E8E4 "EORB,S"
$E8E5 "EORB B,S"
$E8E6 "EORB A,S"
$E8E8 "EORB x,S"
$E8E9 "EORB ?,S"
$E8EB "EORB D,S"
$E8F1 "EORB (,S++)"
$E8F3 "EORB (,--S)"
$E8F4 "EORB (,S)"
$E8F5 "EORB (B,S)"
$E8F6 "EORB (A,S)"
$E8F8 "EORB (x,S)"
$E8F9 "EORB (?,S)"
$E8FB "EORB (D,S)"
$E900 "ADCB s,X"
$E920 "ADCB s,Y"
$E940 "ADCB s,U"
$E960 "ADCB s,S"
$E980 "ADCB,X+"
$E981 "ADCB,X++"
$E982 "ADCB,-X"
$E983 "ADCB,--X"
$E984 "ADCB,X"
$E985 "ADCB B,X"
$E986 "ADCB A,X"
$E988 "ADCB x,X"
$E989 "ADCB ?,X"
$E98B "ADCB D,X"
$E98C "ADCB x,PCR"
$E98D "ADCB ?,PCR"
$E991 "ADCB (,X++)"
$E993 "ADCB (,--X)"
$E994 "ADCB (,X)"
$E995 "ADCB (B,X)"
$E996 "ADCB (A,X)"
$E998 "ADCB (x,X)"
$E999 "ADCB (?,X)"
$E99B "ADCB (D,X)"
$E99C "ADCB (x,PCR)"
$E99D "ADCB (?,PCR)"
$E99F "ADCB (?)"
$E9A0 "ADCB,Y+"
$E9A1 "ADCB,Y++"
$E9A2 "ADCB,-Y"
$E9A3 "ADCB,--Y"
$E9A4 "ADCB,Y"
$E9A5 "ADCB B,Y"
$E9A6 "ADCB A,Y"
$E9A8 "ADCB x,Y"
$E9A9 "ADCB ?,Y"
$E9AB "ADCB D,Y"
$E9B1 "ADCB (,Y++)"
$E9B3 "ADCB (,--Y)"
$E9B4 "ADCB (,Y)"
$E9B5 "ADCB (B,Y)"
$E9B6 "ADCB (A,Y)"
$E9B8 "ADCB (x,Y)"
$E9B9 "ADCB (?,Y)"
$E9BB "ADCB (D,Y)"
$E9C0 "ADCB,U+"
$E9C1 "ADCB,U++"
$E9C2 "ADCB,-U"
$E9C3 "ADCB,--U"
$E9C4 "ADCB,U"
$E9C5 "ADCB B,U"
$E9C6 "ADCB A,U"
$E9C8 "ADCB x,U"
$E9C9 "ADCB ?,U"
$E9CB "ADCB D,U"
$E9D1 "ADCB (,U++)"
$E9D3 "ADCB (,--U)"
$E9D4 "ADCB (,U)"
$E9D5 "ADCB (B,U)"
$E9D6 "ADCB (A,U)"
$E9D8 "ADCB (x,U)"
$E9D9 "ADCB (?,U)"
$E9DB "ADCB (D,U)"
$E9E0 "ADCB,S+"
$E9E1 "ADCB,S++"
$E9E2 "ADCB,-S"
$E9E3 "ADCB,--S"
$E9E4 "ADCB,S"
$E9E5 "ADCB B,S"
$E9E6 "ADCB A,S"
$E9E8 "ADCB x,S"
$E9E9 "ADCB ?,S"
$E9EB "ADCB D,S"
$E9F1 "ADCB (,S++)"
$E9F3 "ADCB (,--S)"
$E9F4 "ADCB (,S)"
$E9F5 "ADCB (B,S)"
$E9F6 "ADCB (A,S)"
$E9F8 "ADCB (x,S)"
$E9F9 "ADCB (?,S)"
$E9FB "ADCB (D,S)"
$EA00 "ORB s,X"
$EA20 "ORB s,Y"
$EA40 "ORB s,U"
$EA60 "ORB s,S"
$EA80 "ORB,X+"
$EA81 "ORB,X++"
$EA82 "ORB,-X"
$EA83 "ORB,--X"
$EA84 "ORB,X"
$EA85 "ORB B,X"
$EA86 "ORB A,X"
$EA88 "ORB x,X"
$EA89 "ORB ?,X"
$EA8B "ORB D,X"
$EA8C "ORB x,PCR"
$EA8D "ORB ?,PCR"
$EA91 "ORB (,X++)"
$EA93 "ORB (,--X)"
$EA94 "ORB (,X)"
$EA95 "ORB (B,X)"
$EA96 "ORB (A,X)"
$EA98 "ORB (x,X)"
$EA99 "ORB (?,X)"
$EA9B "ORB (D,X)"
$EA9C "ORB (x,PCR)"
$EA9D "ORB (?,PCR)"
$EA9F "ORB (?)"
$EAA0 "ORB,Y+"
$EAA1 "ORB,Y++"
$EAA2 "ORB,-Y"
$EAA3 "ORB,--Y"
$EAA4 "ORB,Y"
$EAA5 "ORB B,Y"
$EAA6 "ORB A,Y"
$EAA8 "ORB x,Y"
$EAA9 "ORB ?,Y"
$EAAB "ORB D,Y"
$EAB1 "ORB (,Y++)"
$EAB3 "ORB (,--Y)"
$EAB4 "ORB (,Y)"
$EAB5 "ORB (B,Y)"
$EAB6 "ORB (A,Y)"
$EAB8 "ORB (x,Y)"
$EAB9 "ORB (?,Y)"
$EABB "ORB (D,Y)"
$EAC0 "ORB,U+"
$EAC1 "ORB,U++"
$EAC2 "ORB,-U"
$EAC3 "ORB,--U"
$EAC4 "ORB,U"
$EAC5 "ORB B,U"
$EAC6 "ORB A,U"
$EAC8 "ORB x,U"
$EAC9 "ORB ?,U"
$EACB "ORB D,U"
$EAD1 "ORB (,U++)"
$EAD3 "ORB (,--U)"
$EAD4 "ORB (,U)"
$EAD5 "ORB (B,U)"
$EAD6 "ORB (A,U)"
$EAD8 "ORB (x,U)"
$EAD9 "ORB (?,U)"
$EADB "ORB (D,U)"
$EAE0 "ORB,S+"
$EAE1 "ORB,S++"
$EAE2 "ORB,-S"
$EAE3 "ORB,--S"
$EAE4 "ORB,S"
$EAE5 "ORB B,S"
$EAE6 "ORB A,S"
$EAE8 "ORB x,S"
$EAE9 "ORB ?,S"
$EAEB "ORB D,S"
$EAF1 "ORB (,S++)"
$EAF3 "ORB (,--S)"
$EAF4 "ORB (,S)"
$EAF5 "ORB (B,S)"
$EAF6 "ORB (A,S)"
$EAF8 "ORB (x,S)"
$EAF9 "ORB (?,S)"
$EAFB "ORB (D,S)"
$EB00 "ADDB s,X"
$EB20 "ADDB s,Y"
$EB40 "ADDB s,U"
$EB60 "ADDB s,S"
$EB80 "ADDB,X+"
$EB81 "ADDB,X++"
$EB82 "ADDB,-X"
$EB83 "ADDB,--X"
$EB84 "ADDB,X"
$EB85 "ADDB B,X"
$EB86 "ADDB A,X"
$EB88 "ADDB x,X"
$EB89 "ADDB ?,X"
$EB8B "ADDB D,X"
$EB8C "ADDB x,PCR"
$EB8D "ADDB ?,PCR"
$EB91 "ADDB (,X++)"
$EB93 "ADDB (,--X)"
$EB94 "ADDB (,X)"
$EB95 "ADDB (B,X)"
$EB96 "ADDB (A,X)"
$EB98 "ADDB (x,X)"
$EB99 "ADDB (?,X)"
$EB9B "ADDB (D,X)"
$EB9C "ADDB (x,PCR)"
$EB9D "ADDB (?,PCR)"
$EB9F "ADDB (?)"
$EBA0 "ADDB,Y+"
$EBA1 "ADDB,Y++"
$EBA2 "ADDB,-Y"
$EBA3 "ADDB,--Y"
$EBA4 "ADDB,Y"
$EBA5 "ADDB B,Y"
$EBA6 "ADDB A,Y"
$EBA8 "ADDB x,Y"
$EBA9 "ADDB ?,Y"
$EBAB "ADDB D,Y"
$EBB1 "ADDB (,Y++)"
$EBB3 "ADDB (,--Y)"
$EBB4 "ADDB (,Y)"
$EBB5 "ADDB (B,Y)"
$EBB6 "ADDB (A,Y)"
$EBB8 "ADDB (x,Y)"
$EBB9 "ADDB (?,Y)"
$EBBB "ADDB (D,Y)"
